  1    0.0000000000    0.0000000000   -5.0000000000   -0.9271764131
  1    0.0000000000    0.0000000000   -4.8000000000   -0.9064898191
  1    0.0000000000    0.0000000000   -4.6000000000   -0.9456657676
  1    0.0000000000    0.0000000000   -4.4000000000   -1.0291475861
  1    0.0000000000    0.0000000000   -4.2000000000   -1.0841135201
  1    0.0000000000    0.0000000000   -4.0000000000   -1.0880251472
  1    0.0000000000    0.0000000000   -3.8000000000   -1.0767680481
  1    0.0000000000    0.0000000000   -3.6000000000   -1.0733142651
  1    0.0000000000    0.0000000000   -3.4000000000   -1.0922381922
  1    0.0000000000    0.0000000000   -3.2000000000   -1.1070003795
  1    0.0000000000    0.0000000000   -3.0000000000   -1.1053168128
  1    0.0000000000    0.0000000000   -2.8000000000   -1.0392080262
  1    0.0000000000    0.0000000000   -2.6000000000   -0.9794016195
  1    0.0000000000    0.0000000000   -2.4000000000   -0.9902202984
  1    0.0000000000    0.0000000000   -2.2000000000   -1.0665268922
  1    0.0000000000    0.0000000000   -2.0000000000   -1.1704385678
  1    0.0000000000    0.0000000000   -1.8000000000   -1.2338655362
  1    0.0000000000    0.0000000000   -1.6000000000   -1.1417193929
  1    0.0000000000    0.0000000000   -1.4000000000   -0.5156469751
  1    0.0000000000    0.0000000000   -1.2000000000    1.7811710425
  1    0.0000000000    0.0000000000   -1.0000000000    8.4684586200
  1    0.0000000000    0.0000000000   -0.8000000000   25.6546039359
  1    0.0000000000    0.0000000000   -0.6000000000   66.9532772786
  1    0.0000000000    0.0000000000   -0.4000000000  162.9059920730
  1    0.0000000000    0.0000000000   -0.2000000000  382.1815992095
  1    0.0000000000    0.0000000000    0.0000000000  879.3227348372
  1    0.0000000000    0.0000000000    0.2000000000  382.0335761390
  1    0.0000000000    0.0000000000    0.4000000000  162.6548306248
  1    0.0000000000    0.0000000000    0.6000000000   66.5989572433
  1    0.0000000000    0.0000000000    0.8000000000   25.1885302305
  1    0.0000000000    0.0000000000    1.0000000000    7.8769511856
  1    0.0000000000    0.0000000000    1.2000000000    1.0755236603
  1    0.0000000000    0.0000000000    1.4000000000   -1.2548487090
  1    0.0000000000    0.0000000000    1.6000000000   -1.7618797951
  1    0.0000000000    0.0000000000    1.8000000000   -1.5900300642
  1    0.0000000000    0.0000000000    2.0000000000   -1.2322453933
  1    0.0000000000    0.0000000000    2.2000000000   -0.8772781843
  1    0.0000000000    0.0000000000    2.4000000000   -0.5937531452
  1    0.0000000000    0.0000000000    2.6000000000   -0.3853828920
  1    0.0000000000    0.0000000000    2.8000000000   -0.2291566202
  1    0.0000000000    0.0000000000    3.0000000000   -0.1237463081
  1    0.0000000000    0.0000000000    3.2000000000   -0.0557583237
  1    0.0000000000    0.0000000000    3.4000000000   -0.0139963217
  1    0.0000000000    0.0000000000    3.6000000000    0.0100437116
  1    0.0000000000    0.0000000000    3.8000000000    0.0225001628
  1    0.0000000000    0.0000000000    4.0000000000    0.0269863869
  1    0.0000000000    0.0000000000    4.2000000000    0.0110417018
  1    0.0000000000    0.0000000000    4.4000000000   -0.0013457854
  1    0.0000000000    0.0000000000    4.6000000000    0.0008678637
  1    0.0000000000    0.0000000000    4.8000000000    0.0021540521
  1    0.0000000000    0.0000000000    5.0000000000    0.0025070709
  1    0.0000000000    0.0000000000    5.2000000000   -0.0001193485
  1    0.0000000000    0.0000000000    5.4000000000   -0.0000482744
  1    0.0000000000    0.0000000000    5.6000000000   -0.0000019613
  1    0.0000000000    0.0000000000    5.8000000000   -0.0000000684
  1    0.0000000000    0.0000000000    6.0000000000   -0.0000000023
  2    0.4950925980    0.0000000000   -5.0000000000    0.4626648695
  2    0.4950925980    0.0000000000   -4.8000000000    0.5382358137
  2    0.4950925980    0.0000000000   -4.6000000000    0.2754093235
  2    0.4950925980    0.0000000000   -4.4000000000   -0.1810125496
  2    0.4950925980    0.0000000000   -4.2000000000   -0.6296157980
  2    0.4950925980    0.0000000000   -4.0000000000   -0.9299112948
  2    0.4950925980    0.0000000000   -3.8000000000   -1.0555747992
  2    0.4950925980    0.0000000000   -3.6000000000   -1.0803133454
  2    0.4950925980    0.0000000000   -3.4000000000   -1.0340880277
  2    0.4950925980    0.0000000000   -3.2000000000   -0.8590107663
  2    0.4950925980    0.0000000000   -3.0000000000   -0.4998658443
  2    0.4950925980    0.0000000000   -2.8000000000   -0.0393744836
  2    0.4950925980    0.0000000000   -2.6000000000    0.3521923322
  2    0.4950925980    0.0000000000   -2.4000000000    0.4696034554
  2    0.4950925980    0.0000000000   -2.2000000000    0.2358311060
  2    0.4950925980    0.0000000000   -2.0000000000   -0.2209055254
  2    0.4950925980    0.0000000000   -1.8000000000   -0.6673429605
  2    0.4950925980    0.0000000000   -1.6000000000   -0.9061824993
  2    0.4950925980    0.0000000000   -1.4000000000   -0.7311201923
  2    0.4950925980    0.0000000000   -1.2000000000    0.4022329757
  2    0.4950925980    0.0000000000   -1.0000000000    3.8294258711
  2    0.4950925980    0.0000000000   -0.8000000000   12.0288743602
  2    0.4950925980    0.0000000000   -0.6000000000   28.6286595922
  2    0.4950925980    0.0000000000   -0.4000000000   56.5128434696
  2    0.4950925980    0.0000000000   -0.2000000000   90.2088075154
  2    0.4950925980    0.0000000000    0.0000000000  107.2456170964
  2    0.4950925980    0.0000000000    0.2000000000   90.0924306764
  2    0.4950925980    0.0000000000    0.4000000000   56.2839079754
  2    0.4950925980    0.0000000000    0.6000000000   28.2780130963
  2    0.4950925980    0.0000000000    0.8000000000   11.5347355801
  2    0.4950925980    0.0000000000    1.0000000000    3.1797022165
  2    0.4950925980    0.0000000000    1.2000000000   -0.3869151970
  2    0.4950925980    0.0000000000    1.4000000000   -1.5787169783
  2    0.4950925980    0.0000000000    1.6000000000   -1.7172615477
  2    0.4950925980    0.0000000000    1.8000000000   -1.4637986351
  2    0.4950925980    0.0000000000    2.0000000000   -1.1134748551
  2    0.4950925980    0.0000000000    2.2000000000   -0.7905325114
  2    0.4950925980    0.0000000000    2.4000000000   -0.5340000527
  2    0.4950925980    0.0000000000    2.6000000000   -0.3429418187
  2    0.4950925980    0.0000000000    2.8000000000   -0.2026709355
  2    0.4950925980    0.0000000000    3.0000000000   -0.1071930419
  2    0.4950925980    0.0000000000    3.2000000000   -0.0456685087
  2    0.4950925980    0.0000000000    3.4000000000   -0.0080081239
  2    0.4950925980    0.0000000000    3.6000000000    0.0133149971
  2    0.4950925980    0.0000000000    3.8000000000    0.0211167947
  2    0.4950925980    0.0000000000    4.0000000000    0.0173695330
  2    0.4950925980    0.0000000000    4.2000000000    0.0146794436
  2    0.4950925980    0.0000000000    4.4000000000    0.0069751005
  2    0.4950925980    0.0000000000    4.6000000000    0.0017619155
  2    0.4950925980    0.0000000000    4.8000000000    0.0022573330
  2    0.4950925980    0.0000000000    5.0000000000    0.0024333912
  2    0.4950925980    0.0000000000    5.2000000000   -0.0002366142
  2    0.4950925980    0.0000000000    5.4000000000   -0.0000342535
  2    0.4950925980    0.0000000000    5.6000000000   -0.0000013644
  2    0.4950925980    0.0000000000    5.8000000000   -0.0000000478
  2    0.4950925980    0.0000000000    6.0000000000   -0.0000000016
  3    0.9901851960    0.0000000000   -5.0000000000    8.7457858002
  3    0.9901851960    0.0000000000   -4.8000000000    9.2766557967
  3    0.9901851960    0.0000000000   -4.6000000000    7.7267395285
  3    0.9901851960    0.0000000000   -4.4000000000    4.9935583775
  3    0.9901851960    0.0000000000   -4.2000000000    2.3426106838
  3    0.9901851960    0.0000000000   -4.0000000000    0.5138366713
  3    0.9901851960    0.0000000000   -3.8000000000   -0.3888911283
  3    0.9901851960    0.0000000000   -3.6000000000   -0.5758375739
